Date,,Stage,Stage_m
2/18/2015,2:00:00 PM,18.59,5.67
2/18/2015,3:00:00 PM,18.57,5.66
2/18/2015,4:00:00 PM,18.55,5.65
2/18/2015,5:00:00 PM,18.55,5.65
2/18/2015,6:00:00 PM,18.49,5.64
2/18/2015,7:00:00 PM,18.48,5.63
2/18/2015,8:00:00 PM,18.43,5.62
2/18/2015,9:00:00 PM,18.47,5.63
2/18/2015,10:00:00 PM,18.44,5.62
2/18/2015,11:00:00 PM,18.35,5.59
2/19/2015,12:00:00 AM,18.4,5.61
2/19/2015,1:00:00 AM,18.36,5.6
2/19/2015,2:00:00 AM,18.35,5.59
2/19/2015,3:00:00 AM,18.36,5.6
2/19/2015,4:00:00 AM,18.3,5.58
2/19/2015,5:00:00 AM,18.3,5.58
2/19/2015,6:00:00 AM,18.28,5.57
2/19/2015,7:00:00 AM,18.22,5.55
2/19/2015,8:00:00 AM,18.26,5.57
2/19/2015,9:00:00 AM,18.24,5.56
2/19/2015,10:00:00 AM,18.25,5.56
2/19/2015,11:00:00 AM,18.18,5.54
2/19/2015,12:00:00 PM,18.1,5.52
2/19/2015,1:00:00 PM,18.07,5.51
2/19/2015,2:00:00 PM,18.07,5.51
2/19/2015,3:00:00 PM,18.02,5.49
2/19/2015,4:00:00 PM,18.06,5.5
2/19/2015,5:00:00 PM,18.04,5.5
2/19/2015,6:00:00 PM,18,5.49
2/19/2015,7:00:00 PM,17.96,5.47
2/19/2015,8:00:00 PM,17.97,5.48
2/19/2015,9:00:00 PM,17.93,5.47
2/19/2015,10:00:00 PM,17.94,5.47
2/19/2015,11:00:00 PM,17.95,5.47
2/20/2015,12:00:00 AM,17.87,5.45
2/20/2015,1:00:00 AM,17.89,5.45
2/20/2015,2:00:00 AM,17.87,5.45
2/20/2015,3:00:00 AM,17.83,5.43
2/20/2015,4:00:00 AM,17.86,5.44
2/20/2015,5:00:00 AM,17.81,5.43
2/20/2015,6:00:00 AM,17.82,5.43
2/20/2015,7:00:00 AM,17.78,5.42
2/20/2015,8:00:00 AM,17.81,5.43
2/20/2015,9:00:00 AM,17.76,5.41
2/20/2015,10:00:00 AM,17.78,5.42
2/20/2015,11:00:00 AM,17.78,5.42
2/20/2015,12:00:00 PM,17.72,5.4
2/20/2015,1:00:00 PM,17.75,5.41
2/20/2015,2:00:00 PM,17.73,5.4
2/20/2015,3:00:00 PM,17.78,5.42
2/20/2015,4:00:00 PM,17.85,5.44
2/20/2015,5:00:00 PM,17.91,5.46
2/20/2015,6:00:00 PM,17.73,5.4
2/20/2015,7:00:00 PM,17.83,5.43
2/20/2015,8:00:00 PM,17.85,5.44
2/20/2015,9:00:00 PM,17.73,5.4
2/20/2015,10:00:00 PM,17.69,5.39
2/20/2015,11:00:00 PM,17.72,5.4
2/21/2015,12:00:00 AM,17.77,5.42
2/21/2015,1:00:00 AM,17.68,5.39
2/21/2015,2:00:00 AM,17.67,5.39
2/21/2015,3:00:00 AM,17.66,5.38
2/21/2015,4:00:00 AM,17.66,5.38
2/21/2015,5:00:00 AM,17.62,5.37
2/21/2015,6:00:00 AM,17.61,5.37
2/21/2015,7:00:00 AM,17.59,5.36
2/21/2015,8:00:00 AM,17.61,5.37
2/21/2015,9:00:00 AM,17.6,5.36
2/21/2015,10:00:00 AM,17.54,5.35
2/21/2015,11:00:00 AM,,
2/21/2015,12:00:00 PM,17.52,5.34
2/21/2015,1:00:00 PM,17.45,5.32
2/21/2015,2:00:00 PM,17.44,5.32
2/21/2015,3:00:00 PM,17.46,5.32
2/21/2015,4:00:00 PM,17.41,5.31
2/21/2015,5:00:00 PM,17.43,5.31
2/21/2015,6:00:00 PM,17.39,5.3
2/21/2015,7:00:00 PM,17.38,5.3
2/21/2015,8:00:00 PM,17.38,5.3
2/21/2015,9:00:00 PM,17.35,5.29
2/21/2015,10:00:00 PM,17.32,5.28
2/21/2015,11:00:00 PM,17.3,5.27
2/22/2015,12:00:00 AM,17.3,5.27
2/22/2015,1:00:00 AM,17.38,5.3
2/22/2015,2:00:00 AM,17.28,5.27
2/22/2015,3:00:00 AM,17.33,5.28
2/22/2015,4:00:00 AM,17.27,5.26
2/22/2015,5:00:00 AM,17.28,5.27
2/22/2015,6:00:00 AM,17.2,5.24
2/22/2015,7:00:00 AM,17.19,5.24
2/22/2015,8:00:00 AM,17.21,5.25
2/22/2015,9:00:00 AM,17.18,5.24
2/22/2015,10:00:00 AM,17.11,5.22
2/22/2015,11:00:00 AM,17.12,5.22
2/22/2015,12:00:00 PM,17.13,5.22
2/22/2015,1:00:00 PM,17.1,5.21
2/22/2015,2:00:00 PM,17.09,5.21
2/22/2015,3:00:00 PM,17.09,5.21
2/22/2015,4:00:00 PM,17.04,5.19
2/22/2015,5:00:00 PM,17.05,5.2
2/22/2015,6:00:00 PM,17.07,5.2
2/22/2015,7:00:00 PM,16.99,5.18
2/22/2015,8:00:00 PM,17,5.18
2/22/2015,9:00:00 PM,16.98,5.18
2/22/2015,10:00:00 PM,16.98,5.18
2/22/2015,11:00:00 PM,16.87,5.14
2/23/2015,12:00:00 AM,16.92,5.16
2/23/2015,1:00:00 AM,16.87,5.14
2/23/2015,2:00:00 AM,16.86,5.14
2/23/2015,3:00:00 AM,16.84,5.13
2/23/2015,4:00:00 AM,16.81,5.12
2/23/2015,5:00:00 AM,16.83,5.13
2/23/2015,6:00:00 AM,16.81,5.12
2/23/2015,7:00:00 AM,16.84,5.13
2/23/2015,8:00:00 AM,16.82,5.13
2/23/2015,9:00:00 AM,16.88,5.15
2/23/2015,10:00:00 AM,16.81,5.12
2/23/2015,11:00:00 AM,16.77,5.11
2/23/2015,12:00:00 PM,16.75,5.11
2/23/2015,1:00:00 PM,16.67,5.08
2/23/2015,2:00:00 PM,16.68,5.08
2/23/2015,3:00:00 PM,16.66,5.08
2/23/2015,4:00:00 PM,16.63,5.07
2/23/2015,5:00:00 PM,16.62,5.07
2/23/2015,6:00:00 PM,16.6,5.06
2/23/2015,7:00:00 PM,16.58,5.05
2/23/2015,8:00:00 PM,16.6,5.06
2/23/2015,9:00:00 PM,16.58,5.05
2/23/2015,10:00:00 PM,16.53,5.04
2/23/2015,11:00:00 PM,16.6,5.06
2/24/2015,12:00:00 AM,16.54,5.04
2/24/2015,1:00:00 AM,16.6,5.06
2/24/2015,2:00:00 AM,16.49,5.03
2/24/2015,3:00:00 AM,16.42,5
2/24/2015,4:00:00 AM,16.42,5
2/24/2015,5:00:00 AM,16.42,5
2/24/2015,6:00:00 AM,16.45,5.01
2/24/2015,7:00:00 AM,16.49,5.03
2/24/2015,8:00:00 AM,16.4,5
2/24/2015,9:00:00 AM,16.39,5
2/24/2015,10:00:00 AM,16.33,4.98
2/24/2015,11:00:00 AM,16.32,4.97
2/24/2015,12:00:00 PM,16.29,4.97
2/24/2015,1:00:00 PM,16.28,4.96
2/24/2015,2:00:00 PM,16.28,4.96
2/24/2015,3:00:00 PM,16.27,4.96
2/24/2015,4:00:00 PM,16.2,4.94
2/24/2015,5:00:00 PM,16.19,4.93
2/24/2015,6:00:00 PM,16.22,4.94
2/24/2015,7:00:00 PM,16.25,4.95
2/24/2015,8:00:00 PM,16.19,4.93
2/24/2015,9:00:00 PM,16.19,4.93
2/24/2015,10:00:00 PM,16.28,4.96
2/24/2015,11:00:00 PM,16.09,4.9
2/25/2015,12:00:00 AM,16.12,4.91
2/25/2015,1:00:00 AM,16.14,4.92
2/25/2015,2:00:00 AM,16.1,4.91
2/25/2015,3:00:00 AM,16.13,4.92
2/25/2015,4:00:00 AM,16.06,4.9
2/25/2015,5:00:00 AM,16.06,4.9
2/25/2015,6:00:00 AM,16.01,4.88
2/25/2015,7:00:00 AM,16.01,4.88
2/25/2015,8:00:00 AM,16.03,4.89
2/25/2015,9:00:00 AM,15.99,4.87
2/25/2015,10:00:00 AM,15.98,4.87
2/25/2015,11:00:00 AM,15.95,4.86
2/25/2015,12:00:00 PM,15.95,4.86
2/25/2015,1:00:00 PM,15.94,4.86
2/25/2015,2:00:00 PM,15.92,4.85
2/25/2015,3:00:00 PM,15.95,4.86
2/25/2015,4:00:00 PM,15.95,4.86
2/25/2015,5:00:00 PM,15.94,4.86
2/25/2015,6:00:00 PM,15.91,4.85
2/25/2015,7:00:00 PM,15.9,4.85
2/25/2015,8:00:00 PM,15.91,4.85
2/25/2015,9:00:00 PM,15.91,4.85
2/25/2015,10:00:00 PM,15.92,4.85
2/25/2015,11:00:00 PM,15.93,4.86
2/26/2015,12:00:00 AM,15.9,4.85
2/26/2015,1:00:00 AM,15.9,4.85
2/26/2015,2:00:00 AM,15.91,4.85
2/26/2015,3:00:00 AM,15.92,4.85
2/26/2015,4:00:00 AM,15.95,4.86
2/26/2015,5:00:00 AM,15.88,4.84
2/26/2015,6:00:00 AM,15.91,4.85
2/26/2015,7:00:00 AM,15.89,4.84
2/26/2015,8:00:00 AM,15.91,4.85
2/26/2015,9:00:00 AM,15.9,4.85
2/26/2015,10:00:00 AM,15.9,4.85
2/26/2015,11:00:00 AM,15.92,4.85
2/26/2015,12:00:00 PM,15.85,4.83
2/26/2015,1:00:00 PM,15.77,4.81
2/26/2015,2:00:00 PM,15.85,4.83
2/26/2015,3:00:00 PM,15.77,4.81
2/26/2015,4:00:00 PM,15.85,4.83
2/26/2015,5:00:00 PM,15.92,4.85
2/26/2015,6:00:00 PM,15.97,4.87
2/26/2015,7:00:00 PM,16.01,4.88
2/26/2015,8:00:00 PM,15.95,4.86
2/26/2015,9:00:00 PM,15.92,4.85
2/26/2015,10:00:00 PM,15.94,4.86
2/26/2015,11:00:00 PM,15.82,4.82
2/27/2015,12:00:00 AM,15.86,4.83
2/27/2015,1:00:00 AM,15.82,4.82
2/27/2015,2:00:00 AM,15.87,4.84
2/27/2015,3:00:00 AM,15.83,4.82
2/27/2015,4:00:00 AM,15.83,4.82
2/27/2015,5:00:00 AM,15.84,4.83
2/27/2015,6:00:00 AM,15.8,4.82
2/27/2015,7:00:00 AM,15.8,4.82
2/27/2015,8:00:00 AM,16.01,4.88
2/27/2015,9:00:00 AM,15.86,4.83
2/27/2015,10:00:00 AM,15.86,4.83
2/27/2015,11:00:00 AM,15.96,4.86
2/27/2015,12:00:00 PM,15.83,4.82
2/27/2015,1:00:00 PM,15.71,4.79
2/27/2015,2:00:00 PM,15.71,4.79
2/27/2015,3:00:00 PM,15.62,4.76
2/27/2015,4:00:00 PM,15.77,4.81
2/27/2015,5:00:00 PM,15.88,4.84
2/27/2015,6:00:00 PM,15.63,4.76
2/27/2015,7:00:00 PM,15.71,4.79
2/27/2015,8:00:00 PM,15.68,4.78
2/27/2015,9:00:00 PM,15.77,4.81
2/27/2015,10:00:00 PM,15.68,4.78
2/27/2015,11:00:00 PM,15.66,4.77
2/28/2015,12:00:00 AM,15.75,4.8
2/28/2015,1:00:00 AM,15.72,4.79
2/28/2015,2:00:00 AM,15.67,4.78
2/28/2015,3:00:00 AM,15.59,4.75
2/28/2015,4:00:00 AM,15.66,4.77
2/28/2015,5:00:00 AM,15.73,4.79
2/28/2015,6:00:00 AM,15.65,4.77
2/28/2015,7:00:00 AM,15.56,4.74
2/28/2015,8:00:00 AM,15.52,4.73
2/28/2015,9:00:00 AM,15.58,4.75
2/28/2015,10:00:00 AM,15.5,4.72
2/28/2015,11:00:00 AM,15.53,4.73
2/28/2015,12:00:00 PM,15.61,4.76
2/28/2015,1:00:00 PM,15.55,4.74
2/28/2015,2:00:00 PM,15.61,4.76
2/28/2015,3:00:00 PM,15.61,4.76
2/28/2015,4:00:00 PM,15.57,4.75
2/28/2015,5:00:00 PM,15.65,4.77
2/28/2015,6:00:00 PM,15.59,4.75
2/28/2015,7:00:00 PM,15.57,4.75
2/28/2015,8:00:00 PM,15.61,4.76
2/28/2015,9:00:00 PM,15.59,4.75
2/28/2015,10:00:00 PM,15.67,4.78
2/28/2015,11:00:00 PM,15.62,4.76
3/1/2015,12:00:00 AM,15.57,4.75
3/1/2015,1:00:00 AM,15.58,4.75
3/1/2015,2:00:00 AM,15.62,4.76
3/1/2015,3:00:00 AM,15.55,4.74
3/1/2015,4:00:00 AM,15.53,4.73
3/1/2015,5:00:00 AM,15.56,4.74
3/1/2015,6:00:00 AM,15.5,4.72
3/1/2015,7:00:00 AM,15.52,4.73
3/1/2015,8:00:00 AM,15.46,4.71
3/1/2015,9:00:00 AM,15.48,4.72
3/1/2015,10:00:00 AM,15.46,4.71
3/1/2015,11:00:00 AM,15.47,4.72
3/1/2015,12:00:00 PM,15.44,4.71
3/1/2015,1:00:00 PM,15.42,4.7
3/1/2015,2:00:00 PM,15.39,4.69
3/1/2015,3:00:00 PM,15.39,4.69
3/1/2015,4:00:00 PM,15.37,4.68
3/1/2015,5:00:00 PM,15.4,4.69
3/1/2015,6:00:00 PM,15.45,4.71
3/1/2015,7:00:00 PM,15.41,4.7
3/1/2015,8:00:00 PM,15.43,4.7
3/1/2015,9:00:00 PM,15.36,4.68
3/1/2015,10:00:00 PM,15.4,4.69
3/1/2015,11:00:00 PM,15.37,4.68
3/2/2015,12:00:00 AM,15.35,4.68
3/2/2015,1:00:00 AM,15.36,4.68
3/2/2015,2:00:00 AM,15.32,4.67
3/2/2015,3:00:00 AM,15.31,4.67
3/2/2015,4:00:00 AM,15.26,4.65
3/2/2015,5:00:00 AM,15.32,4.67
3/2/2015,6:00:00 AM,15.28,4.66
3/2/2015,7:00:00 AM,15.25,4.65
3/2/2015,8:00:00 AM,15.23,4.64
3/2/2015,9:00:00 AM,15.41,4.7
3/2/2015,10:00:00 AM,15.22,4.64
3/2/2015,11:00:00 AM,15.05,4.59
3/2/2015,12:00:00 PM,15.18,4.63
3/2/2015,1:00:00 PM,15.08,4.6
3/2/2015,2:00:00 PM,15.07,4.59
3/2/2015,3:00:00 PM,15.14,4.61
3/2/2015,4:00:00 PM,15.06,4.59
3/2/2015,5:00:00 PM,15.16,4.62
3/2/2015,6:00:00 PM,15.07,4.59
3/2/2015,7:00:00 PM,15.12,4.61
3/2/2015,8:00:00 PM,15.02,4.58
3/2/2015,9:00:00 PM,15.02,4.58
3/2/2015,10:00:00 PM,15,4.57
3/2/2015,11:00:00 PM,15.03,4.58
3/3/2015,12:00:00 AM,14.97,4.56
3/3/2015,1:00:00 AM,14.99,4.57
3/3/2015,2:00:00 AM,14.94,4.55
3/3/2015,3:00:00 AM,14.99,4.57
3/3/2015,4:00:00 AM,14.93,4.55
3/3/2015,5:00:00 AM,14.9,4.54
3/3/2015,6:00:00 AM,14.91,4.54
3/3/2015,7:00:00 AM,14.91,4.54
3/3/2015,8:00:00 AM,15.04,4.58
3/3/2015,9:00:00 AM,14.94,4.55
3/3/2015,10:00:00 AM,14.98,4.57
3/3/2015,11:00:00 AM,14.93,4.55
3/3/2015,12:00:00 PM,14.93,4.55
3/3/2015,1:00:00 PM,14.85,4.53
3/3/2015,2:00:00 PM,14.84,4.52
3/3/2015,3:00:00 PM,14.86,4.53
3/3/2015,4:00:00 PM,14.83,4.52
3/3/2015,5:00:00 PM,14.83,4.52
3/3/2015,6:00:00 PM,14.86,4.53
3/3/2015,7:00:00 PM,14.86,4.53
3/3/2015,8:00:00 PM,14.86,4.53
3/3/2015,9:00:00 PM,14.84,4.52
3/3/2015,10:00:00 PM,14.84,4.52
3/3/2015,11:00:00 PM,14.82,4.52
3/4/2015,12:00:00 AM,14.83,4.52
3/4/2015,1:00:00 AM,14.82,4.52
3/4/2015,2:00:00 AM,15.02,4.58
3/4/2015,3:00:00 AM,14.84,4.52
3/4/2015,4:00:00 AM,14.81,4.51
3/4/2015,5:00:00 AM,14.78,4.5
3/4/2015,6:00:00 AM,14.81,4.51
3/4/2015,7:00:00 AM,14.93,4.55
3/4/2015,8:00:00 AM,14.81,4.51
3/4/2015,9:00:00 AM,14.78,4.5
3/4/2015,10:00:00 AM,14.79,4.51
3/4/2015,11:00:00 AM,14.78,4.5
3/4/2015,12:00:00 PM,14.76,4.5
3/4/2015,1:00:00 PM,14.79,4.51
3/4/2015,2:00:00 PM,14.78,4.5
3/4/2015,3:00:00 PM,14.8,4.51
3/4/2015,4:00:00 PM,14.83,4.52
3/4/2015,5:00:00 PM,14.8,4.51
3/4/2015,6:00:00 PM,14.79,4.51
3/4/2015,7:00:00 PM,14.87,4.53
3/4/2015,8:00:00 PM,14.83,4.52
3/4/2015,9:00:00 PM,14.77,4.5
3/4/2015,10:00:00 PM,14.79,4.51
3/4/2015,11:00:00 PM,14.76,4.5
3/5/2015,12:00:00 AM,14.76,4.5
3/5/2015,1:00:00 AM,14.81,4.51
3/5/2015,2:00:00 AM,14.73,4.49
3/5/2015,3:00:00 AM,14.8,4.51
3/5/2015,4:00:00 AM,14.8,4.51
3/5/2015,5:00:00 AM,14.75,4.5
3/5/2015,6:00:00 AM,14.81,4.51
3/5/2015,7:00:00 AM,14.68,4.47
3/5/2015,8:00:00 AM,14.72,4.49
3/5/2015,9:00:00 AM,14.78,4.5
3/5/2015,10:00:00 AM,14.65,4.47
3/5/2015,11:00:00 AM,14.72,4.49
3/5/2015,12:00:00 PM,14.76,4.5
3/5/2015,1:00:00 PM,14.74,4.49
3/5/2015,2:00:00 PM,14.75,4.5
3/5/2015,3:00:00 PM,14.64,4.46
3/5/2015,4:00:00 PM,14.71,4.48
3/5/2015,5:00:00 PM,14.78,4.5
3/5/2015,6:00:00 PM,14.69,4.48
3/5/2015,7:00:00 PM,14.76,4.5
3/5/2015,8:00:00 PM,14.68,4.47
3/5/2015,9:00:00 PM,14.61,4.45
3/5/2015,10:00:00 PM,14.71,4.48
3/5/2015,11:00:00 PM,14.6,4.45
3/6/2015,12:00:00 AM,14.74,4.49
3/6/2015,1:00:00 AM,14.78,4.5
3/6/2015,2:00:00 AM,14.65,4.47
3/6/2015,3:00:00 AM,14.58,4.44
3/6/2015,4:00:00 AM,14.57,4.44
3/6/2015,5:00:00 AM,14.63,4.46
3/6/2015,6:00:00 AM,14.64,4.46
3/6/2015,7:00:00 AM,14.55,4.43
3/6/2015,8:00:00 AM,14.54,4.43
3/6/2015,9:00:00 AM,14.54,4.43
3/6/2015,10:00:00 AM,14.53,4.43
3/6/2015,11:00:00 AM,14.54,4.43
3/6/2015,12:00:00 PM,14.53,4.43
3/6/2015,1:00:00 PM,14.52,4.43
3/6/2015,2:00:00 PM,14.54,4.43
3/6/2015,3:00:00 PM,14.58,4.44
3/6/2015,4:00:00 PM,14.52,4.43
3/6/2015,5:00:00 PM,14.54,4.43
3/6/2015,6:00:00 PM,14.51,4.42
3/6/2015,7:00:00 PM,14.7,4.48
3/6/2015,8:00:00 PM,14.55,4.43
3/6/2015,9:00:00 PM,14.55,4.43
3/6/2015,10:00:00 PM,14.72,4.49
3/6/2015,11:00:00 PM,14.56,4.44
3/7/2015,12:00:00 AM,14.59,4.45
3/7/2015,1:00:00 AM,14.44,4.4
3/7/2015,2:00:00 AM,14.48,4.41
3/7/2015,3:00:00 AM,14.52,4.43
3/7/2015,4:00:00 AM,14.45,4.4
3/7/2015,5:00:00 AM,14.44,4.4
3/7/2015,6:00:00 AM,14.4,4.39
3/7/2015,7:00:00 AM,14.39,4.39
3/7/2015,8:00:00 AM,14.41,4.39
3/7/2015,9:00:00 AM,14.39,4.39
3/7/2015,10:00:00 AM,14.39,4.39
3/7/2015,11:00:00 AM,14.34,4.37
3/7/2015,12:00:00 PM,14.48,4.41
3/7/2015,1:00:00 PM,14.23,4.34
3/7/2015,2:00:00 PM,14.22,4.33
3/7/2015,3:00:00 PM,14.23,4.34
3/7/2015,4:00:00 PM,14.21,4.33
3/7/2015,5:00:00 PM,14.21,4.33
3/7/2015,6:00:00 PM,14.24,4.34
3/7/2015,7:00:00 PM,14.22,4.33
3/7/2015,8:00:00 PM,14.24,4.34
3/7/2015,9:00:00 PM,14.23,4.34
3/7/2015,10:00:00 PM,14.2,4.33
3/7/2015,11:00:00 PM,14.2,4.33
3/8/2015,12:00:00 AM,14.18,4.32
3/8/2015,1:00:00 AM,14.26,4.35
3/8/2015,2:00:00 AM,14.19,4.33
3/8/2015,3:00:00 AM,14.2,4.33
3/8/2015,4:00:00 AM,14.19,4.33
3/8/2015,5:00:00 AM,14.18,4.32
3/8/2015,6:00:00 AM,14.18,4.32
3/8/2015,7:00:00 AM,14.18,4.32
3/8/2015,8:00:00 AM,14.14,4.31
3/8/2015,9:00:00 AM,14.12,4.3
3/8/2015,10:00:00 AM,14.13,4.31
3/8/2015,11:00:00 AM,14.12,4.3
3/8/2015,12:00:00 PM,14.13,4.31
3/8/2015,1:00:00 PM,14.08,4.29
3/8/2015,2:00:00 PM,14.08,4.29
3/8/2015,3:00:00 PM,14.08,4.29
3/8/2015,4:00:00 PM,14.08,4.29
3/8/2015,5:00:00 PM,14.08,4.29
3/8/2015,6:00:00 PM,14.07,4.29
3/8/2015,7:00:00 PM,14.07,4.29
3/8/2015,8:00:00 PM,14.07,4.29
3/8/2015,9:00:00 PM,14.07,4.29
3/8/2015,10:00:00 PM,14.07,4.29
3/8/2015,11:00:00 PM,14.07,4.29
3/9/2015,12:00:00 AM,14.07,4.29
3/9/2015,1:00:00 AM,14.07,4.29
3/9/2015,2:00:00 AM,14.07,4.29
3/9/2015,3:00:00 AM,14.07,4.29
3/9/2015,4:00:00 AM,14.07,4.29
3/9/2015,5:00:00 AM,14.07,4.29
3/9/2015,6:00:00 AM,14.05,4.28
3/9/2015,7:00:00 AM,14.08,4.29
3/9/2015,8:00:00 AM,14.07,4.29
3/9/2015,9:00:00 AM,14.1,4.3
3/9/2015,10:00:00 AM,14.09,4.29
3/9/2015,11:00:00 AM,14.06,4.29
3/9/2015,12:00:00 PM,14.1,4.3
3/9/2015,1:00:00 PM,14.09,4.29
3/9/2015,2:00:00 PM,14.1,4.3
3/9/2015,3:00:00 PM,14.08,4.29
3/9/2015,4:00:00 PM,14.08,4.29
3/9/2015,5:00:00 PM,14.07,4.29
3/9/2015,6:00:00 PM,14.07,4.29
3/9/2015,7:00:00 PM,14.08,4.29
3/9/2015,8:00:00 PM,14.06,4.29
3/9/2015,9:00:00 PM,14.03,4.28
3/9/2015,10:00:00 PM,14.07,4.29
3/9/2015,11:00:00 PM,14.03,4.28
3/10/2015,12:00:00 AM,14.06,4.29
3/10/2015,1:00:00 AM,14.03,4.28
3/10/2015,2:00:00 AM,14.02,4.27
3/10/2015,3:00:00 AM,14.02,4.27
3/10/2015,4:00:00 AM,14.01,4.27
3/10/2015,5:00:00 AM,14.01,4.27
3/10/2015,6:00:00 AM,14.02,4.27
3/10/2015,7:00:00 AM,14,4.27
3/10/2015,8:00:00 AM,14.01,4.27
3/10/2015,9:00:00 AM,13.99,4.26
3/10/2015,10:00:00 AM,14.02,4.27
3/10/2015,11:00:00 AM,14.02,4.27
3/10/2015,12:00:00 PM,14,4.27
3/10/2015,1:00:00 PM,13.98,4.26
3/10/2015,2:00:00 PM,13.98,4.26
3/10/2015,3:00:00 PM,13.99,4.26
3/10/2015,4:00:00 PM,14.01,4.27
3/10/2015,5:00:00 PM,13.99,4.26
3/10/2015,6:00:00 PM,14.01,4.27
3/10/2015,7:00:00 PM,14.01,4.27
3/10/2015,8:00:00 PM,14,4.27
3/10/2015,9:00:00 PM,14,4.27
3/10/2015,10:00:00 PM,14,4.27
3/10/2015,11:00:00 PM,14,4.27
3/11/2015,12:00:00 AM,14.01,4.27
3/11/2015,1:00:00 AM,14.01,4.27
3/11/2015,2:00:00 AM,13.99,4.26
3/11/2015,3:00:00 AM,13.97,4.26
3/11/2015,4:00:00 AM,14.03,4.28
3/11/2015,5:00:00 AM,14.03,4.28
3/11/2015,6:00:00 AM,14.01,4.27
3/11/2015,7:00:00 AM,14.01,4.27
3/11/2015,8:00:00 AM,14.01,4.27
3/11/2015,9:00:00 AM,14,4.27
3/11/2015,10:00:00 AM,13.97,4.26
3/11/2015,11:00:00 AM,14,4.27
3/11/2015,12:00:00 PM,13.99,4.26
3/11/2015,1:00:00 PM,13.98,4.26
3/11/2015,2:00:00 PM,13.97,4.26
3/11/2015,3:00:00 PM,13.99,4.26
3/11/2015,4:00:00 PM,13.99,4.26
3/11/2015,5:00:00 PM,13.98,4.26
3/11/2015,6:00:00 PM,14.03,4.28
3/11/2015,7:00:00 PM,14.03,4.28
3/11/2015,8:00:00 PM,14.04,4.28
3/11/2015,9:00:00 PM,14.07,4.29
3/11/2015,10:00:00 PM,14.01,4.27
3/11/2015,11:00:00 PM,14.05,4.28
3/12/2015,12:00:00 AM,13.99,4.26
3/12/2015,1:00:00 AM,14.06,4.29
3/12/2015,2:00:00 AM,14.18,4.32
3/12/2015,3:00:00 AM,14.06,4.29
3/12/2015,4:00:00 AM,14.01,4.27
3/12/2015,5:00:00 AM,14.12,4.3
3/12/2015,6:00:00 AM,14.05,4.28
3/12/2015,7:00:00 AM,14.07,4.29
3/12/2015,8:00:00 AM,14.02,4.27
3/12/2015,9:00:00 AM,14.01,4.27
3/12/2015,10:00:00 AM,14.07,4.29
3/12/2015,11:00:00 AM,14.08,4.29
3/12/2015,12:00:00 PM,14.05,4.28
3/12/2015,1:00:00 PM,13.98,4.26
3/12/2015,2:00:00 PM,13.99,4.26
3/12/2015,3:00:00 PM,13.96,4.26
3/12/2015,4:00:00 PM,13.99,4.26
3/12/2015,5:00:00 PM,14.04,4.28
3/12/2015,6:00:00 PM,14.02,4.27
3/12/2015,7:00:00 PM,14.02,4.27
3/12/2015,8:00:00 PM,13.96,4.26
3/12/2015,9:00:00 PM,13.96,4.26
3/12/2015,10:00:00 PM,13.97,4.26
3/12/2015,11:00:00 PM,13.94,4.25
3/13/2015,12:00:00 AM,13.96,4.26
3/13/2015,1:00:00 AM,13.96,4.26
3/13/2015,2:00:00 AM,14.07,4.29
3/13/2015,3:00:00 AM,13.95,4.25
3/13/2015,4:00:00 AM,13.93,4.25
3/13/2015,5:00:00 AM,13.91,4.24
3/13/2015,6:00:00 AM,13.9,4.24
3/13/2015,7:00:00 AM,13.91,4.24
3/13/2015,8:00:00 AM,13.9,4.24
3/13/2015,9:00:00 AM,13.88,4.23
3/13/2015,10:00:00 AM,13.88,4.23
3/13/2015,11:00:00 AM,13.84,4.22
3/13/2015,12:00:00 PM,13.88,4.23
3/13/2015,1:00:00 PM,13.79,4.2
3/13/2015,2:00:00 PM,13.79,4.2
3/13/2015,3:00:00 PM,13.84,4.22
3/13/2015,4:00:00 PM,13.83,4.22
3/13/2015,5:00:00 PM,13.83,4.22
3/13/2015,6:00:00 PM,13.85,4.22
3/13/2015,7:00:00 PM,13.83,4.22
3/13/2015,8:00:00 PM,13.83,4.22
3/13/2015,9:00:00 PM,13.82,4.21
3/13/2015,10:00:00 PM,13.81,4.21
3/13/2015,11:00:00 PM,13.82,4.21
3/14/2015,12:00:00 AM,13.81,4.21
3/14/2015,1:00:00 AM,13.79,4.2
3/14/2015,2:00:00 AM,13.77,4.2
3/14/2015,3:00:00 AM,13.76,4.19
3/14/2015,4:00:00 AM,13.76,4.19
3/14/2015,5:00:00 AM,13.75,4.19
3/14/2015,6:00:00 AM,13.8,4.21
3/14/2015,7:00:00 AM,13.71,4.18
3/14/2015,8:00:00 AM,13.72,4.18
3/14/2015,9:00:00 AM,13.69,4.17
3/14/2015,10:00:00 AM,13.86,4.22
3/14/2015,11:00:00 AM,13.74,4.19
3/14/2015,12:00:00 PM,13.68,4.17
3/14/2015,1:00:00 PM,13.67,4.17
3/14/2015,2:00:00 PM,13.65,4.16
3/14/2015,3:00:00 PM,13.65,4.16
3/14/2015,4:00:00 PM,13.65,4.16
3/14/2015,5:00:00 PM,13.65,4.16
3/14/2015,6:00:00 PM,13.65,4.16
3/14/2015,7:00:00 PM,13.65,4.16
3/14/2015,8:00:00 PM,13.65,4.16
3/14/2015,9:00:00 PM,13.65,4.16
